sentence_id,at,content,category,sentiment
review_7226_5,2025-09-02 01:21:40,"kalo ojek reguler layanannya emang bagus banget, car, motor, food, express sama bagusnya.",service,positive
review_7230_1,2025-09-02 00:27:12,"Alkhamdulillah ada gojek, solusi terbaik saat kepepet",service,positive
review_7232_2,2025-09-01 23:59:51,Memudahkan kita untuk layanan transportasi,service,positive
review_7233_1,2025-09-01 23:39:10,Mantapsss,none,positive
review_7237_1,2025-09-01 21:43:22,sangat membantu,none,positive
review_7238_1,2025-09-01 20:20:32,memuaskan,none,positive
review_7239_1,2025-09-01 19:59:37,saya suka dengan gojek penjemputan tepat waktu dan cara mengemudi sangat baik dan hati - hati,service,positive
review_7241_2,2025-09-01 18:56:41,",zz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.",none,neutral
review_7245_1,2025-09-01 16:55:56,sangat baik,none,positive
review_7248_1,2025-09-01 16:01:00,Respect,none,positive
review_7249_1,2025-09-01 15:59:05,makin lama makin gk worthit apk ini,app,negative
review_7251_1,2025-09-01 15:46:02,aplikasi rusak selalu dipersulit,app,negative
review_7253_4,2025-09-01 15:45:54,terima kasih,none,positive
review_7255_1,2025-09-01 15:41:40,aplikasi gak ada guna.,app,negative
review_7255_2,2025-09-01 15:41:40,nyari driver susah bgt..,service,negative
review_7258_1,2025-09-01 14:50:35,membantu sekali,none,positive
review_7259_1,2025-09-01 14:42:55,selalu bisa diandalkan,none,positive
review_7260_2,2025-09-01 14:29:03,tp semua driver gamau ambil,service,negative
review_7261_1,2025-09-01 14:16:43,keren,none,positive
review_7267_2,2025-09-01 13:24:17,"kenapa di terima klo emg abis, udah sejam ditunggu baru dibilang abis, ga niat bgt, plis toko kek gitu kasih pelajaran!!!",service,negative
review_7271_1,2025-09-01 12:32:22,bagus,none,positive
review_7272_1,2025-09-01 12:15:30,Kenapa di titik koordinat tempat saya gak bisa pakai aplikasi nya y ?,app,negative
review_7272_2,2025-09-01 12:15:30,"kalau titik koordinat nya di majuin dikit depan komplek baru bisa,,,",app,negative
review_7273_1,2025-09-01 12:08:59,"tolong ya untuk pihak gojek, saya ini lgi gak pake apk nya, tau"" nya ada kode kirim ke no saya, tolong lah, jngn asal gtu orng masukin jelas bukan no nya",app,negative
review_7276_2,2025-09-01 11:16:44,"ini nunggu driver bs lama bgt, gatau ke ambil apa engga orderanny.",service,negative
review_7278_1,2025-09-01 11:05:32,Lafer ya pilih grabfood,service,negative
review_7279_1,2025-09-01 11:04:30,good,none,positive
review_7281_1,2025-09-01 11:01:52,terimakasih,none,positive
review_7282_1,2025-09-01 10:50:00,sangat senang,none,positive
review_7283_1,2025-09-01 10:45:26,sangat puass,none,positive
review_7284_1,2025-09-01 10:29:46,sangat membantu,none,positive
review_7285_1,2025-09-01 10:07:10,aplikasi bego.,app,negative
review_7285_6,2025-09-01 10:07:10,benerin duluu ni aplikasi.,app,negative
review_7285_8,2025-09-01 10:07:10,karena nunggu driver sangat lama.,service,negative
review_7285_10,2025-09-01 10:07:10,pekok!!!,none,negative
review_7286_1,2025-09-01 09:58:59,APLIKASI PENGIKUT DAJJALLL!!!!,app,negative
review_7289_1,2025-09-01 09:43:40,bagus,none,positive
review_7290_1,2025-09-01 09:39:26,sangat membantu,none,positive
review_7292_1,2025-09-01 09:27:59,keren,none,positive
review_7293_1,2025-09-01 09:18:04,"MAKANAN SAYA GA DI ANTERIN DRIVER,,,DUIT SUDAH DIBAYAR LUNAS MOHON BANTUAN NYA",service,negative
review_7294_1,2025-09-01 09:12:09,ojeknya baik,service,positive
review_7296_1,2025-09-01 08:47:32,semoga sukses,none,positive
review_7298_1,2025-09-01 08:31:46,antara niat gk niat ni aplikasi ngasih limit gopinjem bulan kmrin di acc naik limit dengan pembayaran tepat waktu .,app,negative
review_7298_6,2025-09-01 08:31:46,kecewa sih,none,negative
review_7299_1,2025-09-01 08:23:22,Alhamdulillah,none,positive
review_7300_1,2025-09-01 08:21:32,sangat bagus,none,positive
review_7302_3,2025-09-01 07:55:21,saya top up game saldo sudah kepotong,app,negative
review_7305_1,2025-09-01 07:10:59,cepat akurat,none,positive
review_7309_1,2025-09-01 05:53:27,"Dapet limit gopay pinjam awalnya 3 jta setelah penarikan dana pertma selsai di bayar,langsng gak bsa penarikan lagi dn lebih parahny limit malah turun jadi 1 jta,",app,negative
review_7310_2,2025-09-01 05:50:12,terima kasih gojek,service,positive
review_7311_1,2025-09-01 05:39:53,makin parah pelayanan untuk go food nya tiap hari order selalu gda driver mau ambil,service,negative
review_7313_1,2025-09-01 05:33:25,Aplikasi yg sangat membantu,app,positive
review_7315_1,2025-09-01 05:12:48,bagus,none,positive
review_7316_1,2025-09-01 05:09:47,bagus,none,positive
review_7317_1,2025-09-01 05:05:25,"Semoga pengusaha, investor, jajaran manajemen dan mitra driver GOJEK ada dalam keberkahan dunia akhirat, terimakasih selalu jadi kontributor nyata dari rakyat untuk negara Indonesia.",service,positive
review_7318_1,2025-09-01 05:03:12,terhebat,none,positive
review_7320_4,2025-09-01 04:40:10,"karna pengemudi tidak ada kembalian,sama seperti di bohongi hemat ttpi bayar ttp seperti instan 🥲 slalu tidak ada kembalian",service,negative
review_7321_1,2025-09-01 04:23:24,good,none,positive
review_7322_1,2025-09-01 04:14:31,masih ok,none,positive
review_7325_1,2025-09-01 04:00:58,bagus,none,positive
review_7326_1,2025-09-01 03:57:18,bagus aplikasi buat transportasi,app,positive
review_7327_1,2025-09-01 03:45:48,bagus,none,positive
review_7332_1,2025-09-01 02:19:05,bagus,none,positive
review_7333_1,2025-09-01 02:13:45,membantu,none,positive
review_7336_1,2025-09-01 02:00:06,mantap,none,positive
review_7337_1,2025-09-01 01:48:44,Please....,none,neutral
review_7338_1,2025-09-01 01:31:26,Bagus Bgt,none,positive
review_7339_1,2025-09-01 01:14:34,mantap,none,positive
review_7340_1,2025-09-01 00:46:36,nyaman dan aman selamat sampai tujuan,service,positive
review_7341_1,2025-09-01 00:18:42,trimakasi sudah mengantarkan aku ke tempat tujuan dengan selamat 😇,service,positive
review_7345_1,2025-08-31 23:37:51,bagus,none,positive
review_7346_1,2025-08-31 23:35:10,siip,none,positive
review_7353_1,2025-08-31 18:20:10,Apk nya sangat membantu skali,app,positive
review_7355_1,2025-08-31 17:34:33,mantap,none,positive
review_7357_1,2025-08-31 16:26:46,oke sip,none,positive
review_7358_1,2025-08-31 16:26:00,"driver yg di daerah Jatinangor kabupaten Sumedang gak ada yg mau ngambil orderan, perbaiki kinerja drivernya",service,negative
review_7361_1,2025-08-31 16:07:12,kenapa pas ayah saya tf ke gopay saya ga masuk??,app,negative
review_7361_3,2025-08-31 16:07:12,tapi kenapa di gopay saya ga ada saldo nya?,app,negative
review_7362_2,2025-08-31 15:55:11,gmnsi mana lama banget!,service,negative
review_7363_1,2025-08-31 15:52:31,sangat membantu,none,positive
review_7365_1,2025-08-31 15:29:18,"miris saya sama driver² gocar cwo disini saya urgent bawa adik saya ke rs byk banget yg cancel entah alesan hujan atau lama dijalan udh lama nunggu malah di cancel,",service,negative
review_7370_1,2025-08-31 14:51:23,mantap deh pokok nya,none,positive
review_7371_1,2025-08-31 14:47:14,"saya mau pake gocar nya lama banget gada respon dri driver nya , sampe 5 x dan sampe 1 jam saya nunggu .",service,negative
review_7371_2,2025-08-31 14:47:14,tolong di seleksi driver gocar nya jangan yang songong,service,negative
review_7372_1,2025-08-31 14:45:18,pesan 2 makanan gofood mahal mahal kurang 1,service,negative
review_7373_5,2025-08-31 14:35:13,karena driver ga ketemu,service,negative
review_7374_1,2025-08-31 14:34:30,luar biasaaa,none,positive
review_7376_1,2025-08-31 14:15:13,mantap,none,positive
review_7377_1,2025-08-31 14:09:36,aplikasi nya bagussssssssss,app,positive
review_7381_1,2025-08-31 13:38:39,Saya suka,none,positive
review_7383_1,2025-08-31 13:32:28,bagus,none,positive
review_7384_3,2025-08-31 13:26:12,"tp ketika cari alamat yg dituju selalu zonk, selalu hrs chat dengan drivernya utk mencari alamat yg dituju dengan pas dan benar.",app,negative
review_7385_1,2025-08-31 13:23:47,"Selalu puas dengan layanananya, sangat membantu untuk kehidupan 💐💕💖",service,positive
review_7390_1,2025-08-31 13:01:15,respect,none,positive
review_7392_1,2025-08-31 12:49:36,simple,none,positive
review_7393_1,2025-08-31 12:48:43,orderan terlama sepanjang masa,service,negative
review_7395_1,2025-08-31 12:41:29,"Pelayanan nya sangat baik ,respon pengemudi jg baik ,pkok nya bestt",service,positive
review_7396_1,2025-08-31 12:34:24,bestt,none,positive
review_7401_1,2025-08-31 12:15:13,mantap luar biasa pokoknya,none,positive
review_7403_1,2025-08-31 12:06:26,"Aplikasinya sangat membantu untuk kebutuhan sehari-hari, mulai dari pesan makanan, transportasi, sampai kirim barang.",app,positive
review_7409_1,2025-08-31 11:24:27,Alhamdulillah membantu sekali saya mau pergi ke mana pun pake gojek aman dan yaman,service,positive
review_7416_1,2025-08-31 10:20:18,Trimakasih!,none,positive
review_7417_1,2025-08-31 10:18:33,Alhamdulillah senanag naik gojek,service,positive
review_7418_1,2025-08-31 10:15:47,mantap,none,positive
review_7420_2,2025-08-31 09:04:27,karena pesanan kurang,service,negative
review_7420_4,2025-08-31 09:04:27,payah,none,negative
review_7421_1,2025-08-31 08:58:20,"layanan dari pak gojeknya bagusss👍👍👍,",service,positive
review_7422_1,2025-08-31 08:56:30,sangat baik untuk saya pribadi,none,positive
review_7423_1,2025-08-31 08:46:08,"memudahkan transportasi, pengiriman barang",service,positive
review_7424_4,2025-08-31 08:31:12,sangat2 membantu dalam.,none,positive
review_7425_1,2025-08-31 08:16:24,bagus,none,positive
review_7426_1,2025-08-31 08:00:38,kecewa ga bisa Upgrade gopay plus,app,negative
review_7427_1,2025-08-31 07:50:11,"kenapa go food nya sering telat, order lewat shopee food lebih cepet",service,negative
review_7428_1,2025-08-31 07:44:22,ini kenapa gambar di apk gojek ilang kyk gk ada internet,app,negative
review_7429_1,2025-08-31 07:40:59,"Banyak driver nya joki, muka nya tdk sama yg ky di akun penipuan",service,negative
review_7430_1,2025-08-31 07:27:57,Good,none,positive
review_7431_1,2025-08-31 07:24:42,Terima kasih Gojek,service,positive
review_7433_1,2025-08-31 07:18:13,"mohon maaf untuk pesan saya di hari Minggu 31 Agustus 2025, tepatnya pukul 14:00 WIB, terjadi kesalahan sistem untuk orderan",app,negative
review_7433_3,2025-08-31 07:18:13,oleh,none,neutral
review_7433_6,2025-08-31 07:18:13,terimaksih,none,positive
review_7434_1,2025-08-31 07:12:28,bagus,none,positive
review_7436_1,2025-08-31 06:51:33,"Penjemputan cepat, rute 👍",service,positive
review_7440_1,2025-08-31 06:39:56,enak,none,positive
review_7442_1,2025-08-31 06:31:21,"15 menit nungguin driver gak dapat dapat,keterangannya ""lagi di cariin driver terdekat,",service,negative
review_7443_1,2025-08-31 06:29:50,driver banyak yang arogan,service,negative
review_7444_1,2025-08-31 06:19:25,gofoodnya sering error sudah 3 aplikasi diinstall ulang sama aja.,app,negative
review_7446_1,2025-08-31 06:04:18,mantap,none,positive
review_7447_1,2025-08-31 05:59:20,"good app , sangat membantu",app,positive
review_7449_1,2025-08-31 05:43:09,day 1 pake gofood udah kecewa banget.,service,negative
review_7449_2,2025-08-31 05:43:09,mesen makanan dari jam 11.30 sampe jam 13.00 belum dateng dateng?,service,negative
review_7449_3,2025-08-31 05:43:09,terus di undur berkali-kali menit selesai nya.,service,negative
review_7450_1,2025-08-31 04:55:19,"mantap, sangat membantu",none,positive
review_7451_3,2025-08-31 04:50:33,"Giliran makanan nya udh jadi driver gak dateng"" sampai ganti driver 3 x..",service,negative
review_7451_5,2025-08-31 04:50:33,Saya rugi Sangat mengecewakan.,service,negative
review_7452_1,2025-08-31 04:46:12,good job bravo 👍,none,positive
review_7453_1,2025-08-31 04:45:11,bagus,none,positive
review_7454_1,2025-08-31 04:40:50,good,none,positive
review_7455_1,2025-08-31 04:37:22,baik dan membntuu,none,positive
review_7456_1,2025-08-31 04:35:44,good,none,positive
review_7457_1,2025-08-31 04:34:17,oke,none,positive
review_7458_1,2025-08-31 04:19:27,"limit paylater dan gopay pinjam tidak bisa terpakai,",app,negative
review_7459_1,2025-08-31 04:14:51,bagus,none,positive
review_7460_1,2025-08-31 04:11:49,order gocar selama 2 jam tidak ada yang jemput..,service,negative
review_7461_1,2025-08-31 04:05:13,i love it,none,positive
review_7465_1,2025-08-31 03:40:45,sangat membantu buat saya..,none,positive
review_7465_2,2025-08-31 03:40:45,dan drivernya ramah,service,positive
review_7466_1,2025-08-31 03:39:04,Rest in peace AFFAN KURNIAWAN 🥀❤,none,neutral
review_7469_1,2025-08-31 03:20:30,payah,none,negative
review_7470_1,2025-08-31 03:17:26,"woi alamat tuh gausah diubah ubah setelah perjalanan tertentu lah, kenapa ngaruh ke alamat pengantaran gofood sih, kadang suka gak ngeh kalau alamatnya keganti",app,negative
review_7471_5,2025-08-31 03:00:55,terimakasih.,none,positive
review_7474_1,2025-08-31 02:11:05,terimakasih gojek atas kehadiran mu di bumi,service,positive
review_7475_1,2025-08-31 02:08:40,cepat dan terpercaya,none,positive
review_7476_1,2025-08-31 01:58:37,mantap,none,positive
review_7477_1,2025-08-31 01:42:51,is the best,none,positive
review_7478_1,2025-08-31 01:42:01,"gak ada samsek driver yang nerima buat gofood,",service,negative
review_7480_1,2025-08-31 00:31:48,is the besr very very good driver gojek,service,positive
review_7481_2,2025-08-31 00:13:23,tpi trnyata sdh kedaftar dan saat sy membuat laporan gnti nmr tdk bisa trs mksdny apa ya mhn pnjlsnny dong,app,negative
review_7482_1,2025-08-31 00:10:16,ok baik,none,positive
review_7483_1,2025-08-30 23:37:49,sangat membantu,none,positive
review_7483_2,2025-08-30 23:37:49,tapi ga bisa di instal,app,negative
review_7484_1,2025-08-30 23:29:27,"perbaikin GPS appnya ini, SETIAP KALI SAYA ADA BUG DIMANA GPS AMBIL LOKASI TERAKHIR SAYA NYALAIN LOKASI",app,negative
review_7487_1,2025-08-30 18:37:30,"ga sengaja keklik pembayaran dgn gopay coin yg cuma beberapa perak, malah jadi ga bisa ganti alamat tujuan.",app,negative
review_7491_1,2025-08-30 15:26:02,"gocarnya, ugal ugalan semua, mending naik angkot",service,negative
review_7492_1,2025-08-30 15:11:14,aplikasi k0 Nt o1,app,negative
review_7495_1,2025-08-30 15:01:58,selalu yg terbaik gojek transfortasi,service,positive
review_7499_1,2025-08-30 14:38:14,mantap,none,positive
review_7500_1,2025-08-30 14:31:27,Keren,none,positive
review_7502_1,2025-08-30 14:27:31,aplikasi berat,app,negative
review_7503_1,2025-08-30 14:06:12,drivernya gak ramah saya minta PP ongkos berangkat ternyata udh dibayar pake gopay saya ehh driver gak bilang 34+8 pdhal KLO PP berangkat 8Rb plng 8rb mendingan lalamove,service,negative
review_7504_1,2025-08-30 13:29:39,mantap layanannya memuaskan,service,positive
review_7505_2,2025-08-30 13:27:29,mantap betul👍,none,positive
review_7507_1,2025-08-30 13:25:36,"aplikasi aneh, pesen makanan udah diterima resto",app,negative
review_7508_1,2025-08-30 13:25:27,aplikasi macam apa ini.,app,negative
review_7508_2,2025-08-30 13:25:27,pesan food gak bisa di cancel kntl,app,negative
review_7510_2,2025-08-30 13:06:12,padahal udah gak nyoba booking loh,app,negative
review_7511_1,2025-08-30 13:02:09,baik sekali,none,positive
review_7512_1,2025-08-30 12:45:44,Pray for Affan Kurinawn🥀,none,neutral
review_7513_1,2025-08-30 12:39:43,ok,none,positive
review_7515_1,2025-08-30 12:37:17,"KOCAK, NUNGGU LAMALAMA MALAH DI CANCEL SEPIHAK",service,negative
review_7517_1,2025-08-30 12:20:51,mantappp,none,positive
review_7519_1,2025-08-30 11:57:44,bagus,none,positive
review_7520_1,2025-08-30 11:55:39,luar biasa,none,positive
review_7521_1,2025-08-30 11:49:19,good👍👍,none,positive
review_7522_1,2025-08-30 11:37:49,Gak bisa mode gelap pakai smartdark pun jadi gak bisa,app,negative
review_7524_1,2025-08-30 11:31:39,bagus,none,positive
review_7528_1,2025-08-30 11:12:05,Bagus kok,none,positive
review_7529_1,2025-08-30 10:47:52,terbaik,none,positive
review_7530_1,2025-08-30 10:43:59,kadang mape nya yg tdk sesuai,app,negative
review_7531_1,2025-08-30 10:36:30,keren tetap semangat buat ojoll2 di luar sana,service,positive
review_7533_1,2025-08-30 10:33:11,hebat,none,positive
review_7536_1,2025-08-30 10:01:32,Alhamdulillah,none,positive
review_7541_1,2025-08-30 09:24:38,nice,none,positive
review_7542_1,2025-08-30 08:57:08,"Kalau mau naik gocar harus yang paling mahal dulu, baru drivernya nerima pesanan kita.",service,negative
review_7542_2,2025-08-30 08:57:08,"pengen dapat yang murah malah ditolak, kan tidak setiap hari kita ada duit lebih",service,negative
review_7544_1,2025-08-30 08:54:52,good,none,positive
review_7545_1,2025-08-30 08:50:29,good,none,positive
review_7546_1,2025-08-30 08:48:49,bagus,none,positive
review_7550_1,2025-08-30 08:01:10,okay app,app,positive
review_7551_1,2025-08-30 07:58:46,aman nyaman cepat,none,positive
review_7552_4,2025-08-30 07:09:57,selebihnya oke .,none,positive
review_7554_1,2025-08-30 06:45:09,Saya suka banget aplikasi gojek.,app,positive
review_7554_2,2025-08-30 06:45:09,Rekomended dehh..,none,positive
review_7554_4,2025-08-30 06:45:09,dan bagus banget..,none,positive
review_7554_5,2025-08-30 06:45:09,memberikan kurir yang berkompeten..,service,positive
review_7560_1,2025-08-30 06:16:30,"ini kenapa gopayplus saya harus di verifikasi ulang katanya KTP tidak sama ,",app,negative
review_7560_2,2025-08-30 06:16:30,padahal kan dari dulu udah di pakai aneh ya,app,negative
review_7562_1,2025-08-30 06:06:42,kecewa udh pak yg express masih aja lama datang nya,service,negative
review_7563_1,2025-08-30 06:04:55,saya sangat puas,none,positive
review_7564_2,2025-08-30 06:02:39,mulai melawak ini aplikasi👎,app,negative
review_7566_1,2025-08-30 05:45:10,"tolong lah ya aplikasi gojek, paket internet saya masih banyak, jaringan lacar",app,negative
review_7567_1,2025-08-30 05:30:05,good job,none,positive
review_7568_1,2025-08-30 05:24:11,mengecewakan,none,negative
review_7569_1,2025-08-30 05:17:11,Rest in peace Affan Kurniawan 🥀🥀🥀 Semoga ditempatkan di sisi-Nya ya Surga untukmu nak Amiiin amiin ya rabbal alamin,none,neutral
review_7572_1,2025-08-30 04:48:05,seru,none,positive
review_7574_1,2025-08-30 04:47:09,mantapp cepat tanggap,none,positive
review_7575_1,2025-08-30 04:10:27,baik,none,positive
review_7577_1,2025-08-30 04:01:27,Bagus puas mantaap,none,positive
review_7579_1,2025-08-30 03:49:08,sangat berguna,none,positive
review_7580_1,2025-08-30 03:42:19,instan dari jam 8 sampe sekarang gagal pick up trs cape lah min instan rasa sameday haha,service,negative
review_7581_1,2025-08-30 03:33:42,ok bgt,none,positive
review_7583_1,2025-08-30 03:27:50,bagus dan cepat,none,positive
review_7584_1,2025-08-30 03:21:06,amanah,none,positive
review_7585_1,2025-08-30 03:19:59,"sekarang selalu gagal order Go shop, gagal dapat driver",service,negative
review_7587_1,2025-08-30 03:10:25,Good,none,positive
review_7588_1,2025-08-30 02:40:52,keseluruhan mantap..,none,positive
review_7589_1,2025-08-30 02:39:05,Terima kasih banyak kepada Semua keluarga Gojek untuk selalu mengantarkan kami kemana pun.,service,positive
review_7589_3,2025-08-30 02:39:05,Saya bersyukur dengan adanya kalian dpat membantu kami untuk mengantarkan ketempat yang ingin kami tujui.,service,positive
review_7592_1,2025-08-30 02:01:15,"Mantap banget, top",none,positive
review_7593_1,2025-08-30 01:48:38,"Aplikasi yang baik, tidak bermasalah.",app,positive
review_7596_1,2025-08-30 01:05:37,baik,none,positive
review_7597_1,2025-08-30 00:38:51,bagus deh!,none,positive
review_7598_1,2025-08-30 00:26:17,beberapa driver gojek terpantau melakukan penjarahan saat unjuk rasa.,service,negative
review_7600_1,2025-08-29 23:52:30,bagus,none,positive
review_7601_1,2025-08-29 22:19:57,sangat membantu,none,positive
review_7604_1,2025-08-29 21:38:57,ok banggetv,none,positive
review_7605_1,2025-08-29 20:23:47,okeswkali,none,positive
review_7606_1,2025-08-29 19:58:07,MAP nya selalu salah membaca posisi saya,app,negative
review_7609_1,2025-08-29 16:58:51,"susah dapat driver,driver nya suka cancel pengiriman jadi lama datang",service,negative
review_7613_1,2025-08-29 16:10:56,mantap,none,positive
review_7614_1,2025-08-29 16:10:17,terbaik,none,positive
review_7615_1,2025-08-29 16:01:11,baguss,none,positive
review_7617_1,2025-08-29 15:28:48,"Driver bawa kendaraannya enak, sopan dan komunikatif.",service,positive
review_7619_1,2025-08-29 15:02:57,gimana ni gopudd udh order makanan dri jam 8 sampai jam 10 blm ad driver yg ambil aku lapar woi😡🤬😡🤬😡,service,negative
review_7622_1,2025-08-29 14:19:42,sangat membantu,none,positive
review_7623_1,2025-08-29 14:17:18,"Terima kasih para driver ojol,, kalian garda terdepan dalam perubahan,",service,positive
review_7625_1,2025-08-29 14:07:04,menyenangkan,none,positive
review_7626_1,2025-08-29 14:00:10,keren,none,positive
review_7630_1,2025-08-29 13:10:57,baik,none,positive
review_7633_2,2025-08-29 12:26:47,masa orang harus nnggu selama sejam tanpa kepastian..,service,negative
review_7633_3,2025-08-29 12:26:47,iya klo ad kurir yg Terima klo g ada sia sia nnggu sejam..,service,negative
review_7634_2,2025-08-29 12:23:34,tapi titik lokasi ku seperti tidak tersimpan permanen.,app,negative
review_7634_3,2025-08-29 12:23:34,"jadi setiap mau order, atur titik lokasi terus",app,negative
review_7635_1,2025-08-29 12:21:35,mantap bangett,none,positive
review_7642_1,2025-08-29 12:02:58,bagus ramah dan tepat wakty,service,positive
review_7646_1,2025-08-29 11:39:05,bagus,none,positive
review_7652_1,2025-08-29 10:51:40,sangat membantu,none,positive
review_7653_1,2025-08-29 10:48:44,"Aplikasi Gojek memiliki fitur-fitur yang menarik, saya menyukai nya, Edit: kepada Pihak Gojek.",app,positive
review_7653_3,2025-08-29 10:48:44,Terimakasih 🙏,none,positive
review_7656_1,2025-08-29 10:32:46,"sangat tidak jelas, tiba tiba gopaylater di blokir",app,negative
review_7661_1,2025-08-29 10:05:50,Tf ke sesama gopay harus upgrade premium,app,negative
review_7662_1,2025-08-29 10:03:18,mantap,none,positive
review_7669_1,2025-08-29 09:13:18,good,none,positive
review_7671_1,2025-08-29 09:06:03,bagus,none,positive
review_7672_1,2025-08-29 08:58:11,mantap,none,positive
review_7673_1,2025-08-29 08:44:58,nice!!!,none,positive
review_7676_4,2025-08-29 08:34:56,"waktu diantar ulang, didepan toko ngupal ngupal gas motor maksudnya apa?",service,negative
review_7677_1,2025-08-29 08:31:27,Mantap,none,positive
review_7678_1,2025-08-29 08:24:55,apk bagus mudah di gunakan,app,positive
review_7679_1,2025-08-29 08:23:16,susah dpt driver,service,negative
review_7686_2,2025-08-29 07:29:03,aplikasi paling buruk,app,negative
review_7687_1,2025-08-29 07:23:05,tidak bagus,none,negative
review_7688_1,2025-08-29 07:12:04,Cepat..,none,positive
review_7688_2,2025-08-29 07:12:04,", dan sopan",none,positive
review_7690_1,2025-08-29 06:51:15,🫡rispek,none,positive
review_7692_1,2025-08-29 06:34:17,susah banget dapet driver sekarang,service,negative
review_7697_1,2025-08-29 06:12:49,maksa upgrade ram hp saya tidak cukup,app,negative
review_7699_1,2025-08-29 06:07:54,good,none,positive
review_7700_1,2025-08-29 06:05:16,membantu,none,positive
review_7703_1,2025-08-29 05:26:41,mantap,none,positive
review_7706_1,2025-08-29 04:55:30,sangatt bener benerrr jelekkkkkk,none,negative
review_7709_1,2025-08-29 04:42:58,terima kasih telah membantu pengiriman kami,service,positive
review_7712_1,2025-08-29 04:33:52,Good Partner,none,positive
review_7713_1,2025-08-29 04:30:28,Husnul khatimah Affan Kurniawan 🥀🥀,none,neutral
review_7714_1,2025-08-29 04:21:25,"transfer sesama gopay aja harus upgrade dulu,",app,negative
review_7715_1,2025-08-29 04:09:00,driver nya kebanyakan arogan di jalan,service,negative
review_7718_1,2025-08-29 03:46:43,good,none,positive
review_7719_1,2025-08-29 03:44:14,Keren,none,positive
review_7720_1,2025-08-29 03:42:06,parahhhh makin jelek aja aplikasi ini,app,negative
review_7721_1,2025-08-29 03:35:33,mantap,none,positive
review_7722_1,2025-08-29 03:29:52,"TOLONG DITINDAK PARA MITRA YANG IKUT DEMO,KAMI PENGGUNA APLIKASI JADINYA SUSAH MENDAPTKAN DRIVER",service,negative
review_7726_1,2025-08-29 02:51:34,sampai skrng masih ok3h lah,none,positive
review_7727_1,2025-08-29 02:35:36,sangat membantu,none,positive
review_7727_2,2025-08-29 02:35:36,kalo keluar ga ada yg jemput atau nganterin,service,negative
review_7730_1,2025-08-29 02:15:48,Siiippp,none,positive
review_7731_1,2025-08-29 01:59:32,mantap,none,positive
review_7733_1,2025-08-29 01:24:00,"fitunya jelek, pake opsi transit dari ujung ke ujung",app,negative
review_7733_2,2025-08-29 01:24:00,"tpi ngga bsa di edit stasiun nya, jadi nyusahin",app,negative
review_7737_1,2025-08-29 00:08:48,"Sangat membantu ketika kendaraan pribadi bermasalah, drivernya ramah ramah",service,positive
review_7738_1,2025-08-29 00:02:37,driver terlalu pemilih,service,negative
review_7739_3,2025-08-28 23:42:52,kadang kala sy yg dsuru cNcel sm driver.,service,negative
review_7739_4,2025-08-28 23:42:52,tapi koq ujung2nya saya yg kenal tegur dari aplikasi,app,negative
review_7740_1,2025-08-28 23:39:45,mantap,none,positive
review_7743_1,2025-08-28 23:16:47,Bermanfaat,none,positive
review_7744_1,2025-08-28 19:37:01,mantap,none,positive
review_7745_1,2025-08-28 18:30:34,apl gak jelas setiap isi gopay selalu gangguan gak tau org laper apalagi tgh mlm makin kesini makin gak jelas APL yaa tolong diinfokan kalau ada gangguan,app,negative
review_7745_2,2025-08-28 18:30:34,biar org gak kejebak terus setiap isi gopay payaaah,app,negative
review_7747_1,2025-08-28 18:14:06,Mantulll😍😘,none,positive
review_7748_1,2025-08-28 16:41:07,Menyenangkan,none,positive
review_7749_1,2025-08-28 16:22:23,mantap,none,positive
review_7750_1,2025-08-28 16:17:09,driver songong2,service,negative
review_7750_2,2025-08-28 16:17:09,kalo hujan pada gamau pickup,service,negative
review_7750_3,2025-08-28 16:17:09,padahal argo naik drastis harusnya pada nyediain jas hujan,service,negative
review_7750_4,2025-08-28 16:17:09,pdhl daerah saya ga macet sama sekali kocak banjir juga kaga,service,negative
review_7754_1,2025-08-28 15:57:57,puas,none,positive
review_7756_1,2025-08-28 15:01:25,taik lah orang lagi laper laper nya pesen di sini gak dateng dateng wkwkwk,service,negative
review_7757_1,2025-08-28 14:51:19,map ngaco tolong diperbaiki,app,negative
review_7758_1,2025-08-28 14:50:48,bagus,none,positive
review_7759_1,2025-08-28 14:34:51,bagus,none,positive
review_7762_1,2025-08-28 14:12:03,mantap gercep,none,positive
review_7763_1,2025-08-28 14:06:10,sangat membantu,none,positive
review_7764_1,2025-08-28 13:45:44,aplikasi yg dapat di andalkan,app,positive
review_7765_2,2025-08-28 13:39:01,mantap,none,positive
review_7767_1,2025-08-28 13:09:03,"Apk tidak bisa digunakan, periksa koneksi internet anda,",app,negative
review_7768_1,2025-08-28 13:00:02,drivernya mantap'' baik,service,positive
review_7769_1,2025-08-28 12:34:55,bagus bangett,none,positive
review_7770_1,2025-08-28 12:33:53,baguss,none,positive
review_7772_1,2025-08-28 12:09:12,"gopay dongo, pas mau bayar QRIS malah gak bisa, jadinya harus TF lagi ke bank, dan itu kena biaya admin,",app,negative
review_7773_2,2025-08-28 11:57:22,"malah gabisa dipencet, terus muncul tulisan dibatalin.",app,negative
review_7773_5,2025-08-28 11:57:22,tapi ga bisa dipake,app,negative
