sentence_id,at,content,category,sentiment
review_3630_1,2025-10-01 14:49:23,sangat membantu dlm aktifitas kerjaan saya,none,positive
review_3631_1,2025-10-01 14:17:08,Jos,none,positive
review_3632_1,2025-10-01 14:14:50,sangat bagus,none,positive
review_3633_1,2025-10-01 13:57:39,top,none,positive
review_3634_1,2025-10-01 13:56:50,"gua lagi asik main game malah muncul iklan apk ini, hadeh ganggu bat",app,negative
review_3635_1,2025-10-01 13:30:50,"orang nya ramah ramah, sesuai dengan yang aku ingin sipp intine",service,positive
review_3636_1,2025-10-01 13:29:03,Agak ngelag banget apk nya,app,negative
review_3637_1,2025-10-01 13:11:31,sangat membantu,none,positive
review_3638_1,2025-10-01 13:00:51,Agus nya,none,neutral
review_3639_1,2025-10-01 12:58:12,banyak voucher diskon nya👍👍,app,positive
review_3640_1,2025-10-01 12:50:25,saya merasa kecewa bangat sama admin gojek belagu,service,negative
review_3640_2,2025-10-01 12:50:25,padahal baik baik buat kita jadi pelanggan setia gojek kok online buka akun ga bisa,service,negative
review_3640_3,2025-10-01 12:50:25,padahal baik baik alasannya sedang sibuk...,service,negative
review_3640_4,2025-10-01 12:50:25,lah ..,none,neutral
review_3640_5,2025-10-01 12:50:25,aneh,none,negative
review_3641_1,2025-10-01 12:48:09,seneng pake gojek..,service,positive
review_3641_2,2025-10-01 12:48:09,semua jd simple dan sat set...,none,positive
review_3641_3,2025-10-01 12:48:09,promo disc klu bisa lbh bnyk lg .,app,positive
review_3642_1,2025-10-01 12:23:30,"pertama, kolom catatan seharusnya masuk ke resto juga, tidak hanya masuk ke driver.",app,negative
review_3642_2,2025-10-01 12:23:30,karena akan menyebabkan miss komunikasi,none,negative
review_3642_3,2025-10-01 12:23:30,jika ada pelanggan yg request makanan lewat kolom tersebut.,none,neutral
review_3642_4,2025-10-01 12:23:30,jika masuknya hanya ke driver saja.,none,neutral
review_3642_5,2025-10-01 12:23:30,karena driver sampai resto terkadang makanan sudah langsung jadi.,service,neutral
review_3642_6,2025-10-01 12:23:30,dan tidak semua pelanggan faham.,none,negative
review_3642_7,2025-10-01 12:23:30,"kedua, untuk menghindari kesalahan rating, untuk penilaian rating resto keluar lebih dulu baru rating driver ke dua.",app,negative
review_3643_1,2025-10-01 12:06:01,luar biasa,none,positive
review_3644_1,2025-10-01 11:56:31,"cs nya susah mau aduin komplain, ga simple banget",service,negative
review_3644_2,2025-10-01 11:56:31,kalo ada kendala,none,negative
review_3645_1,2025-10-01 11:47:47,lumayan,none,positive
review_3646_1,2025-10-01 11:45:58,bagus,none,positive
review_3647_1,2025-10-01 11:41:12,mantap,none,positive
review_3648_1,2025-10-01 11:30:14,nice,none,positive
review_3649_1,2025-10-01 11:28:36,grab food nya ga bgt NO RECOMMENDED,service,negative
review_3650_1,2025-10-01 11:19:20,"drivernya sangat sangat tidak ramah terutama atas nama pak asri, di suruh tunggu 13 menit sampai kayak nunggu setahun, tolong drivernya di suruh sopan santun bukannya sampai mengancam mau memukul pihak resto.",service,negative
review_3650_2,2025-10-01 11:19:20,tolong🙏🙏,none,neutral
review_3651_1,2025-10-01 11:10:45,tarifnya makin mahal sekarang 🤣,app,negative
review_3652_1,2025-10-01 10:49:19,transportasi yg aman dan nyaman,service,positive
review_3653_1,2025-10-01 10:49:11,bagus,none,positive
review_3654_1,2025-10-01 10:49:05,"lu ngiklan dimana mana, ampe disearch play store juga ganggu gua nyari aplikasi aja",app,negative
review_3655_1,2025-10-01 10:42:10,sangat bagus,none,positive
review_3656_1,2025-10-01 10:36:39,aplikasi yg sangat amat membantu disaat lagi mager,app,positive
review_3657_1,2025-10-01 10:33:54,bagus sekali,none,positive
review_3658_1,2025-10-01 10:17:46,aplikasi terbaik,app,positive
review_3659_1,2025-10-01 09:55:52,mudah dalam mencari transportasi,app,positive
review_3660_1,2025-10-01 09:51:51,good,none,positive
review_3661_1,2025-10-01 09:33:58,gojek jangan pelit donk SM driver/rider.,app,negative
review_3661_2,2025-10-01 09:33:58,kasih insentif kyk dulu LG.,app,negative
review_3661_3,2025-10-01 09:33:58,masa' sy pesan lebih 30 menit ga ada yg ambil order sy.,service,negative
review_3661_4,2025-10-01 09:33:58,"motor mobil berbagai prioritas, ga ada yg ambil",service,negative
review_3662_1,2025-10-01 09:32:44,semoga lebih murah lagi aamiin...,app,positive
review_3663_1,2025-10-01 09:27:31,"overall bagus , terutama gofood yang promo nya luar biasa.",service,positive
review_3663_2,2025-10-01 09:27:31,goodjob Gojek 👍,service,positive
review_3664_1,2025-10-01 09:21:59,ok,none,neutral
review_3665_1,2025-10-01 09:14:48,"Goodd, sangat membantu dan pelayanan driver yang sangat berkualitas",service,positive
review_3666_1,2025-10-01 09:10:55,kecewa sangat sama aplikasi ini,app,negative
review_3667_1,2025-10-01 09:08:41,cepat dan mudah aplikasi digunakan,app dan service,positive
review_3668_1,2025-10-01 09:02:21,"baik, sopan dan terpercaya",service,positive
review_3670_1,2025-10-01 08:35:49,kinerja cukup efisien dan driver ny g sombong jg,service,positive
review_3671_1,2025-10-01 08:32:01,"mantul,,mantap betul",none,positive
review_3672_1,2025-10-01 08:20:29,Membantu,none,positive
review_3673_1,2025-10-01 08:18:54,ok,none,neutral
review_3674_1,2025-10-01 07:57:38,saran ya buat gojek..,none,neutral
review_3674_2,2025-10-01 07:57:38,"untuk batasan usia di berlakukan atau minimal kasih cek kesehatan buat para driver yg udh lnjut usia atau gmn gtu caranya buat kslamatan driver dan jg penumpang, saya beberapa kali loh dapet yg udh tuaaaaaaa banget dan beliau2 itu kasian",app,negative
review_3674_3,2025-10-01 07:57:38,"karna bawa mtornya aja udh ga bener , trus bberapa kali saya liat di jalan driver yg sudah sangat berumur jatuh di jalan bahkan ada yang nabrak tembok sampai2 jatuh ke got",app dan service,negative
review_3674_4,2025-10-01 07:57:38,"karna hilang keseimbangan dan katanya krna penyakitnya kmbuh, please",service,neutral
review_3675_1,2025-10-01 07:36:18,Salam gojek indinesia.,none,neutral
review_3675_2,2025-10-01 07:36:18,Ssya ini onlene tiap hati dari jam 06-00 sd 21-00.,none,neutral
review_3675_3,2025-10-01 07:36:18,ONLEN SUDAH 7 JAM CUMA DI HARGAI 1 ORDETAN 👍👍.,app,negative
review_3675_4,2025-10-01 07:36:18,"JANGANKAN BUAT ANAK ISTRI , BUAT DRIVERNYA SENDIRI HARUS PUASAApa aaya tiap hari saya dan keluaga makan MAAF .",app,negative
review_3675_5,2025-10-01 07:36:18,MAAF DAN MAAF.,none,neutral
review_3675_6,2025-10-01 07:36:18,MAAF TIDAK BISA BELI BERAS.,none,neutral
review_3675_7,2025-10-01 07:36:18,MAAF TIDAK BISA BELI BENSIN.,none,neutral
review_3675_8,2025-10-01 07:36:18,YANG SAYA BUTUHKAN ORDETAN.,none,neutral
review_3675_9,2025-10-01 07:36:18,SAMA AJA GOJEK MAU BUNUH DRIVERNYA SECARA HALUS .,app,negative
review_3675_10,2025-10-01 07:36:18,ATAU GOJEK SENGAJA MAU MENGHANCUKAN RUMAH TANGGA DRIVERNYA SENDIRI .,app,negative
review_3675_11,2025-10-01 07:36:18,semoga kedepannya GOJEK dapat melancarkan orderan,app,positive
review_3676_1,2025-10-01 07:32:13,mahal,app,negative
review_3676_2,2025-10-01 07:32:13,tapi,none,neutral
review_3677_1,2025-10-01 07:30:39,bagus,none,positive
review_3678_1,2025-10-01 07:26:04,saya sebagai pengguna gojek merasa sangat terbantu dngan adanya para2 gojek ramah dan murah senyum🥰🤍🤍 sehat sehat terus orang 😇👍,service,positive
review_3679_1,2025-10-01 07:22:50,setiap ada keperluan..,none,neutral
review_3679_2,2025-10-01 07:22:50,sugestinya di gojek Indonesia terbaik,service,positive
review_3680_1,2025-10-01 07:10:52,"aplikasi apaan, semakin kesini semakin gak jelass.",app,negative
review_3680_2,2025-10-01 07:10:52,udah order yg ke 2 kali nya masih aja gk dpt driver.,service,negative
review_3680_3,2025-10-01 07:10:52,"gk rekomended bgt,kecewa berat!!!.",none,negative
review_3681_1,2025-10-01 07:04:43,sangat memuaskan,none,negative
review_3682_1,2025-10-01 06:59:23,OK pake gosend cepat sampai,service,positive
review_3683_1,2025-10-01 06:47:07,baik,none,positive
review_3684_1,2025-10-01 06:38:16,okelah,none,neutral
review_3685_1,2025-10-01 06:21:48,nga jelas,none,negative
review_3686_1,2025-10-01 06:21:10,good job,none,positive
review_3688_1,2025-10-01 06:12:49,bapak nya baik dan ramah 🙏,service,positive
review_3689_1,2025-10-01 06:04:23,kecewa dengan app ini. 1.,app,negative
review_3689_2,2025-10-01 06:04:23,"pesan gojek, driver tdk menjemput saya dan menyelesaikan perjalanan tanpa penumpang, sementara gopay terpotong & tidak dikembalikan.",service,negative
review_3689_3,2025-10-01 06:04:23,laporan tdk ditangapi dengan baik.,service,negative
review_3689_4,2025-10-01 06:04:23,"tidak ada solusi dari kendala saya, setiap kali mengulang pelaporan, tetap tidak ada solusi.",service,negative
review_3689_5,2025-10-01 06:04:23,"titik penjemputan tidak akurat, bbrp kali perlu berjalan lebih jauh untuk mencapai lokasi driver. 2.",app,negative
review_3689_6,2025-10-01 06:04:23,pesan gofood salah lokasi,app,negative
review_3689_7,2025-10-01 06:04:23,krn titik lokasi di app tidak tepat. 3.,none,neutral
review_3689_8,2025-10-01 06:04:23,tiba2 langganan go+ aktif tanpa konfirmasi,app,negative
review_3690_1,2025-10-01 06:00:06,"tidak pernah dpt driver,selalu gagal",service,negative
review_3691_1,2025-10-01 05:41:19,hanya,none,neutral
review_3691_2,2025-10-01 05:41:19,karena aplikasi saya hapus ketika login fengan wajah tidak terdeteksi dan prosesnya bikin ribet,app,negative
review_3692_1,2025-10-01 05:30:17,mantap pelayanan nya,service,positive
review_3693_1,2025-10-01 05:22:46,harga makanan sama ongkir hampir sama bjirr,app,negative
review_3694_1,2025-10-01 05:13:10,sangat membantu,none,positive
review_3695_1,2025-10-01 05:08:45,pelayanan sangat baik,service,positive
review_3697_1,2025-10-01 04:56:12,Banyak promo,app,positive
review_3698_1,2025-10-01 04:27:08,selalu update lokasi,app,positive
review_3699_1,2025-10-01 04:22:47,baik,none,positive
review_3700_1,2025-10-01 04:09:55,cepet tepat waktu drivernya dateng,service,positive
review_3701_1,2025-10-01 04:01:25,"rutenya di perbaiki, ada jalan yang lebih deket",app,positive
review_3701_2,2025-10-01 04:01:25,"tapi malah milih yg lebih jauh, apalagi pas di tambahkan titik pemberhentian malah milih jalan yg jauh",app,negative
review_3702_1,2025-10-01 03:48:34,driver gocarnya pada pemalas ga guna cuma pada main judi slot aja,service,negative
review_3703_1,2025-10-01 03:40:48,Buset....,none,neutral
review_3703_2,2025-10-01 03:40:48,pilih kasih banget lu ngasih promo diskonnya???,app,negative
review_3703_3,2025-10-01 03:40:48,gak perlu kan gua sebut di sini pilih kasihnya kenapa???,none,neutral
review_3703_4,2025-10-01 03:40:48,"cek promo di lu punya aplikasi, kalau kaya gini bener"" dah gua gak mau pakai lagi",app,negative
review_3704_1,2025-10-01 03:34:45,layanan pengendaranya bagus,service,positive
review_3705_1,2025-10-01 03:28:00,mantap sangat membantu,none,positive
review_3706_1,2025-10-01 03:22:21,Entahlah,none,neutral
review_3707_1,2025-10-01 02:52:23,"udah tau klo detail alamat kaya blok rumah nggk semuanya ada dipeta aplikasi,begitu jg dengan detail alamat sy, jadi sy memang masukin alamat sy pakai blok rumah sebelah yg ada,",app,negative
review_3707_2,2025-10-01 02:52:23,"tapi sy jg udah tambahin blok rumah sy, detail alamat sy selengkap2nya dikolom pesanan, dichat,",app,negative
review_3707_3,2025-10-01 02:52:23,"tp di si drivernya katanya nggk ada detail blok rumah sy yg udah sy masukkan itu, ujung2nya sy yg disalahkan..",app dan service,negative
review_3707_4,2025-10-01 02:52:23,"gimana sih itu sistemnya min, mana apk sering lemot banget udah di uninstal terus diinstal ulang besok2 begitu lagi",app,negative
review_3708_1,2025-10-01 02:35:58,mmmmmk.,none,negative
review_3708_2,2025-10-01 02:35:58,kkmmkklmimki mm lmlkm KKllllllllllmmllllllnl mu,none,neutral
review_3709_1,2025-10-01 02:17:38,"Tolong dong bantu yang di bawah umur belum punya KTP terus upgradenya harus pakai apa, tolong dong kalau pakai KIA bisa please, Aplikasi yang gak bisa log in kalau log in selalu buram alasannya tolong benerin sistem nya percuma selfi alasannya buram terus",app,negative
review_3710_1,2025-10-01 02:09:40,kok sekarang jadi makin mahal si harganya,app,negative
review_3711_1,2025-10-01 01:57:07,mantaap,none,positive
review_3712_1,2025-10-01 01:56:53,mantap,none,positive
review_3713_1,2025-10-01 01:36:54,masa login disuruh nunggu 30 hari,app,negative
review_3714_1,2025-10-01 01:33:44,"agak kecewa dikit sih, belum diklik, udah ngeklik sendiri.",app,negative
review_3715_1,2025-10-01 01:31:09,"NAJIS GUA PAKE GOJEK LGI DRIVERNYA TOLOL SEMUA, UDH NUNGGUIN LAMA' MLH DI CNCELL TUA TUA BEGO SEMUA ISINYA JNGN PKE GOJEK, PAKE GRAB AJA GOJEK TOLOL SEKUA",service,negative
review_3715_2,2025-10-01 01:31:09,"WALAUPUN TUA TUA JUGA, APA LGI DRIVER YG MSIH MUDA NYA TAMBAH OON, NAJIS NAJIS JMBT",service,negative
review_3716_1,2025-10-01 01:29:14,nyaman dan enak,none,positive
review_3717_1,2025-10-01 01:12:45,"pelayanan sangat memuaskan,, tepat waktu",service,positive
review_3718_1,2025-10-01 01:05:10,sangat mudah bertransaksi,app,positive
review_3719_1,2025-10-01 00:27:02,"setiap gerimis dikit, gmau angkut penumpang,",service,negative
review_3719_2,2025-10-01 00:27:02,pdhl ada yang namnya jas hujan,none,neutral
review_3720_1,2025-10-01 00:23:30,Drivernya setia menunggu..,service,positive
review_3720_2,2025-10-01 00:23:30,ramah..,service,positive
review_3720_3,2025-10-01 00:23:30,murah senyum,service,positive
review_3721_1,2025-10-01 00:16:02,simpel dan efektif... 👍,none,positive
review_3722_1,2025-10-01 00:09:47,pelayanan bagus dan cepat,service,positive
review_3723_1,2025-10-01 00:09:24,bikin orderan baik go ride dan go car susah driver maaf orderan lagi ramai,service,negative
review_3724_1,2025-10-01 00:05:11,sangat membantu sekali,none,positive
review_3725_1,2025-10-01 00:02:36,ya kan pas itu saya mau berangkat ke sekolah ada upacara hari penting malah akun dibekukan dasar dah capek,app,negative
review_3726_1,2025-10-01 00:01:50,"Naik gojeg tepat waktu jemputnya, dan pelayanannya excellent",service,positive
review_3727_1,2025-09-30 23:54:29,nginstal soang lamanya seabad ga kelar2,app,negative
review_3728_1,2025-09-30 23:35:01,"hujan dikit, langsung gadapet driver",service,negative
review_3729_1,2025-09-30 20:21:06,"Banyak promo nya, pelayanan cepat",app dan service,positive
review_3730_1,2025-09-30 20:18:13,mantap,none,positive
review_3731_1,2025-09-30 19:28:58,sesuai dengan tujuan yang di inginkan,app,positive
review_3732_1,2025-09-30 18:07:22,"Susah banget sih upgrade ke gopay plus, udh coba 1001X gagal trus.",app,negative
review_3732_2,2025-09-30 18:07:22,jdi ga bisa transfer ke bank,app,neutral
review_3733_1,2025-09-30 18:04:57,alhamdulillah terimakasih,none,positive
review_3734_1,2025-09-30 17:44:51,biaya pengiriman nya mahal bener jir padhl harga makanan 5 ribu jadi semuanya 30 ribu sama biaya pengirimian nya🤦‍♂️,app,negative
review_3735_1,2025-09-30 17:44:24,ok,none,neutral
review_3736_1,2025-09-30 17:39:59,Kok aneh ya skrg,none,negative
review_3736_2,2025-09-30 17:39:59,kalo mau pesen gojek pake harga rute yg jauh (harga lebih mahal),app,negative
review_3736_3,2025-09-30 17:39:59,tpi stlh pesan trs berjalan malah diarahkan ke yg rute deket(rute yg hrsnya lbh murah) .,app,negative
review_3736_4,2025-09-30 17:39:59,kyk gk sesuai harganya jdinya harga pake rute yg jauh stlh pesan malah rutenya berbeda mlah rute yg dekat.,app,neutral
review_3736_5,2025-09-30 17:39:59,sy sengaja pake gojek,app,neutral
review_3736_6,2025-09-30 17:39:59,"agar rutenya yg lbh aman (jauh) ini malah ujung"" nya ttp aja lewat rute dkt( yg sepi)🫠🫠",app,negative
review_3737_1,2025-09-30 17:13:46,buat gojek ada di kabupaten Kepahiang,none,neutral
review_3738_1,2025-09-30 17:05:35,sangat membantu kami dalam pengiriman barang pelanggan,app,positive
review_3739_1,2025-09-30 16:55:28,jadi bintang 1,none,neutral
review_3739_2,2025-09-30 16:55:28,"karena gopaypinjam cara tagihnya benar benar teror nya luar biasa, tolong cara penagihan gopaypinjam diubah lagi, jangan tau nya teror terus, saya bukan nya tidak mau bayar hanya terlambat saja, setelah saya lunasi gopaypinjam , saya tidak mau lagi pakai apk gojek lagi selamat tinggal apk gojek , saya yakin gojek bakal bangkrut dengan tingkah laku gopaypinjam, sy udah lunasi pinjaman saya di gopaypinjam , dan udh cukup anda teror saya , dan keluarga saya , dan selamat tinggal",app,negative
review_3740_1,2025-09-30 16:38:22,istimewa,none,positive
review_3741_1,2025-09-30 15:54:01,"aplikasi sangat membantu saya pada saat keluarga, teman sedang sibuk, dan drivernya tepat waktu, mantap dahh pokoknya👍👍",app dan service,positive
review_3742_1,2025-09-30 15:29:33,tolong sediakan tombol pembatalan pesanan.,app,negative
review_3743_1,2025-09-30 15:24:17,oke,none,neutral
review_3744_1,2025-09-30 15:17:39,"ongirnya ga ngotak, bikin orang kesel, padhal jarganya udah pas",app,negative
review_3744_2,2025-09-30 15:17:39,tapi pas liat ongkirnya bikin orang kesel!!!!,app,negative
review_3745_1,2025-09-30 15:16:05,banyak promo,app,positive
review_3746_1,2025-09-30 15:15:25,mantap,none,positive
review_3747_1,2025-09-30 15:08:23,"ngerugiin saya, masa titiknya tiba-tiba nggak ada trus yang ada malah salah.",app,negative
review_3747_2,2025-09-30 15:08:23,saya rugi waktu dan rugi materi.,app,negative
review_3748_1,2025-09-30 15:01:52,"kalok driver gak bisa nganter gak usah di pakek lagi yang tegass males lama""",service,negative
review_3749_1,2025-09-30 14:29:03,memuaskan,none,positive
review_3750_1,2025-09-30 14:08:16,"sumpah ya ni aplikasi ngga banget mending grab deh timbang ini, udah mah estimasinya lama susah dapet driver alhasil dibatalin sampe 2 kali loh, benci banget sama aplikasi ini dendam aku tuh mesen dari stgh 7 smpe jam 9 ga dapet apa"" posisi udah laper banget nambah"" in badmood tau ngga!!!",app dan service,negative
review_3751_1,2025-09-30 14:04:40,di cncell teruusss suka suka kaliann lah gojeek,service,negative
review_3752_1,2025-09-30 14:00:08,pelayanannya lama,service,negative
review_3753_1,2025-09-30 13:59:37,baguuusss,none,positive
review_3754_1,2025-09-30 13:55:33,"sudah hampir dua jam aku nunggu gofood ni, dan sekarang mau jam 10.",service,negative
review_3754_2,2025-09-30 13:55:33,"apahal lah, masak gak bisa batalin pesanan.",app,negative
review_3754_3,2025-09-30 13:55:33,tolol banget dah.,none,negative
review_3755_1,2025-09-30 13:49:59,selalu pake app ini .,app,positive
review_3755_2,2025-09-30 13:49:59,semoga makin bagus dan maju,none,positive
review_3756_1,2025-09-30 13:41:16,"ORDER GOFOOD UDAH 30 MENIT GA DAPET2 DRIVER, GABISA DI BATALKAN.",service,negative
review_3756_2,2025-09-30 13:41:16,GAJELAS SURUH NUNGGU SAMPE KIAMAT!,service,negative
review_3757_1,2025-09-30 13:37:26,Sulit dapat driver kalau pas hujan,service,negative
review_3758_1,2025-09-30 13:21:01,pesen go red di batalin trus sama driver nya,service,negative
review_3759_1,2025-09-30 13:08:23,"makin parah, mesen go food udah 1 jam lebih, ga dapet dapet driver bangke emang nih",service,negative
review_3760_1,2025-09-30 13:06:33,"bapuk banget ini aplikasi, tarifnya kaga ada stabil2nya, tergantung cuaca.",app,negative
review_3760_2,2025-09-30 13:06:33,"lemot juga, cuaca hujan pasti susahnya mapun alesannya booking lagi rame,",app,negative
review_3760_3,2025-09-30 13:06:33,padahal banyak driver sekitaran stanby,service,neutral
review_3761_1,2025-09-30 12:59:37,tolong ya,none,neutral
review_3761_2,2025-09-30 12:59:37,kalo kita ngecancel driver itu,service,neutral
review_3761_3,2025-09-30 12:59:37,"karena kejauhan apalagi ujan jauh tambah lama, masa kita harus nunggu sejam dulu baru dapet belum nunggu nya, tolong sistemnya benerin driver yg Deket pas ujan kan ada.",service,negative
review_3761_4,2025-09-30 12:59:37,ini sistem prioritasnya penipuan nih!,app,negative
review_3761_5,2025-09-30 12:59:37,"ini saya lagi nunngu di halte, masa akun saya di bekukan saya harus nunggu sampe besok gitu?",app dan service,negative
review_3761_6,2025-09-30 12:59:37,"tolong dijawab, saya alternative nya apalagi woi apk gojek penyakitnya kambuh, seperti sebelumnya.",app,negative
review_3761_7,2025-09-30 12:59:37,pada saat hujan akun saya dibekukan tiba tiba,app,negative
review_3762_1,2025-09-30 12:55:54,Go-Jek tidak merespon dengan baik dan cepat .,service,negative
review_3762_2,2025-09-30 12:55:54,proses nya sangat lambat lain dengan aplikasi dana,app,negative
review_3763_1,2025-09-30 12:52:58,mudah2an digunakan,app dan service,neutral
review_3764_1,2025-09-30 12:51:31,sinyal jelek,app,negative
review_3765_1,2025-09-30 12:49:54,lumayan lah,none,positive
review_3766_1,2025-09-30 12:49:05,Susah nyari driver,service,negative
review_3766_2,2025-09-30 12:49:05,kalo lagi kondisi ujan.,none,neutral
review_3767_1,2025-09-30 12:48:56,makin bikin emosi,none,negative
review_3768_1,2025-09-30 12:46:44,"aplikasi payah, sering bngt di rugikan, tiba tiba tarif berubah lah,",app,negative
review_3768_2,2025-09-30 12:46:44,"kalo pake gopay drivernya gak dateng lah, gopay tetep kepotong, tolong di perbiaki lagi lah",service,negative
review_3768_3,2025-09-30 12:46:44,"biar sama sama enak, TERIMAKASIH !",none,neutral
review_3769_1,2025-09-30 12:45:16,"KLO HUJAN KEBIASAAN GOCAR GD YG MAU NGAMBIL,GOJEK ITU MELAYANI MAU HUJAN JUGA GATTAU KAN CUST NYA LG BURU2 KE RMH SAKIT",service,negative
review_3769_2,2025-09-30 12:45:16,TP MALAH GD YG MAU NGAMBIL LG DI BUTUHIN MALLAH PD GADA YG AMBILLLL LOL,service,negative
review_3770_1,2025-09-30 12:44:16,"percuma ada aplikasi ojol,",app,negative
review_3770_2,2025-09-30 12:44:16,"kalo pas ujan kaga ada yang mau ngambil makanan, tolol.",service,negative
review_3771_1,2025-09-30 12:41:01,sangat membantu di saat kita lagi lapar buka GO-JEK tunggu sebentar driver datang.,service,positive
review_3771_2,2025-09-30 12:41:01,driver nya juga ramah ramah,service,positive
review_3772_1,2025-09-30 12:37:59,bagus,none,positive
review_3773_1,2025-09-30 12:35:19,gojek T*I.,app,negative
review_3773_2,2025-09-30 12:35:19,aplikasi sampah.,app,negative
review_3773_3,2025-09-30 12:35:19,suka ngaco ngaco eror smpe doble order.,app,negative
review_3773_4,2025-09-30 12:35:19,sdgkan disaat nyari driver malal muter muter aja disaat nyari driver kelamaan gabisa di batal order smpe brpa lama menit.,app,negative
review_3773_5,2025-09-30 12:35:19,keburu kesel.,none,negative
review_3773_6,2025-09-30 12:35:19,apk gajelas,app,negative
review_3774_1,2025-09-30 12:27:48,oke,none,neutral
review_3775_1,2025-09-30 12:18:53,oke,none,neutral
review_3776_1,2025-09-30 12:18:36,Aplikasi yg cukup membantu kaum mageran,app,positive
review_3777_1,2025-09-30 12:01:12,verifikasi wajah selalu gagal.padahal udah ngikut ketentuan yang ada.,app,negative
review_3778_1,2025-09-30 11:54:29,"maps driver ga gerak, nyari driver lama : tolong perbaiki",app,negative
review_3778_2,2025-09-30 11:54:29,padahal di wilayah kota :(,none,neutral
review_3779_1,2025-09-30 11:54:27,kalo habis hujan pasti susah dapet driver..,service,negative
review_3779_2,2025-09-30 11:54:27,tidak bagus,none,negative
review_3781_1,2025-09-30 11:32:31,Banyak pengemudi yg lokasinya jauh,app,negative
review_3781_2,2025-09-30 11:32:31,"tapi tetap maksa ambil orderan,ujung2nya minta cancel dengan berbagai macamalasan",service,negative
review_3782_1,2025-09-30 11:31:00,"najis, gue pesan driver ga ada yang ngambil.",service,negative
review_3782_2,2025-09-30 11:31:00,wilayah Cimahi - jabar,none,neutral
review_3783_1,2025-09-30 11:29:46,halo kak.,none,neutral
review_3783_2,2025-09-30 11:29:46,"apakah bisa di bantu pindah layanan kak, dari gocar ke gojek?",none,neutral
review_3783_3,2025-09-30 11:29:46,mohon di respon ya kak,none,neutral
review_3784_1,2025-09-30 11:28:45,EMPAT KALI DAPAT ORDERAN FIKTIF.,app,negative
review_3784_2,2025-09-30 11:28:45,"SETIAP LAPOR KE CS RESPONNYA LAMBAT, BUAT LAPORAN DI APLIKASI NYA RIBET, TIDAK ADA SAMA SEKALI TERBANTU DENGAN TINDAKAN YANG ADA.",service,negative
review_3784_3,2025-09-30 11:28:45,"EMPAT KALI, EMPAT KALI, EMPAT KALI LOH.",none,neutral
review_3784_4,2025-09-30 11:28:45,"RESPON LAMBAT, GAADA TINDAKAN YANG BENAR BENAR MENYELESAIKAN MASALAHNYA.",service,negative
review_3784_5,2025-09-30 11:28:45,BUAT LAPORAN SUSAH.,service,negative
review_3785_1,2025-09-30 11:24:26,makasih,none,positive
review_3786_1,2025-09-30 11:19:53,knp si driver salalu bilang cuma di byr 5ribu,app,negative
review_3786_2,2025-09-30 11:19:53,kalo ambil food.,none,neutral
review_3786_3,2025-09-30 11:19:53,secara saya bayar 15ribu.,none,neutral
review_3786_4,2025-09-30 11:19:53,pt gojek skrg beda y.,app,negative
review_3786_5,2025-09-30 11:19:53,makan keringet driver jdi penjilat di negara sendiri.,app,negative
review_3786_6,2025-09-30 11:19:53,udh ga punya hati.,none,negative
review_3786_7,2025-09-30 11:19:53,tlg y kemblikan sistem lama.,app,negative
review_3786_8,2025-09-30 11:19:53,lebih manusiawi.,none,neutral
review_3786_9,2025-09-30 11:19:53,kecewa sama pt.,none,negative
review_3786_10,2025-09-30 11:19:53,gojek skrg.,none,neutral
review_3786_11,2025-09-30 11:19:53,kasian driver di jln panas ke hujana mending pindah ke greb food.,app dan service,negative
review_3786_12,2025-09-30 11:19:53,ga tega lihat driver gojek.,service,negative
review_3786_13,2025-09-30 11:19:53,sedih saya denger ny gojek ga manusiawi skrg.,app,negative
review_3786_14,2025-09-30 11:19:53,kejam skrg gojek tolong hilang kan sistem slot food n paket reguler semua rata.,app,negative
review_3786_15,2025-09-30 11:19:53,lebih manusiawi,none,neutral
review_3787_1,2025-09-30 11:15:46,"dulunya bagus skrg jdi jelek bgt, ongkir mahal, driver pada males nunggu pick up udh sejam lebih, alesan nya titik dari resto jauh bgt,",service,negative
review_3787_2,2025-09-30 11:15:46,"padahal cm 15 menitan, kecewa lah",service,negative
review_3787_3,2025-09-30 11:15:46,padahal saya pengguna lama gojek,none,neutral
review_3788_1,2025-09-30 11:12:27,susah dapet nya taiii...,service,negative
review_3789_1,2025-09-30 11:12:16,"buruk sekali,pembelian lama",app,negative
review_3790_1,2025-09-30 11:09:08,Susah,none,negative
review_3791_1,2025-09-30 10:57:09,apk tolol,service,negative
review_3791_2,2025-09-30 10:57:09,kalo ujan delay sampe 2 jam kgk Nemu driver,service,negative
review_3792_1,2025-09-30 10:56:41,mantap,none,positive
review_3793_1,2025-09-30 10:56:35,makin buruk pelayanan nya driver suka telat aplikasi makin berat biaya makin mahal ntah apa lagi nambah biaya nambah buruk pelayanan,app dan service,negative
review_3794_1,2025-09-30 10:55:34,"udh 2 x pnjman d acc,byr lancar TPT waktu, pas mo ajukan yg ketiga x knp d tolak dgn alasan g msk akal mksh",app,negative
review_3795_1,2025-09-30 10:53:05,Top,none,positive
review_3796_1,2025-09-30 10:52:44,mudah dipakai alias simpel,none,positive
review_3797_1,2025-09-30 10:52:29,Cukup memuaskan!!,none,positive
review_3798_1,2025-09-30 10:52:18,Tiap pesan di daerah yang banyak drivernya tetap aja ditolak,service,negative
