sentence_id,at,content,sentiment,category
review_3524_2,2025-10-02 10:55:30,sering menggunakan gofood dan gojek di keseharian.,positive,service
review_3524_3,2025-10-02 10:55:30,"setahun ini pakai gopay pinjam, pembayaran lancar dan sebelum jatuh tempo.",positive,service
review_3524_4,2025-10-02 10:55:30,tapi saat menarik dana kembali belum bisa dan harus menunggu sampai dua bulan kemudian.,negative,service
review_3524_5,2025-10-02 10:55:30,jujur kecewa sangat.,negative,service
review_3525_1,2025-10-02 10:54:20,"sudah bayar tagihan gopay later sesuai jatuh tempo,via bank online dan dalam proses,trus telfon ke Customer service katanya gak akan ada denda keterlambatan ujung ujungnya kena denda juga",negative,service
review_3526_1,2025-10-02 10:53:13,gak on time payah,negative,service
review_3527_1,2025-10-02 10:47:04,bangusss,positive,none
review_3528_1,2025-10-02 10:41:28,makasih layanan nya rahma,positive,service
review_3529_1,2025-10-02 10:41:10,mksh sesuai dengan tujuan,positive,none
review_3530_1,2025-10-02 10:39:07,mohon izinkan saya akses lengkap piltur gopay later,neutral,app
review_3531_1,2025-10-02 10:27:54,gak ngerti sama pelayanan gojek gimana apalagi drivernya.,negative,service
review_3531_2,2025-10-02 10:27:54,nyari driver suka lama banget apalagi habis hujan.,negative,service
review_3531_3,2025-10-02 10:27:54,gak kaya app ojol sebelah.,negative,app
review_3531_4,2025-10-02 10:27:54,pernah dapat driver posisi penjemputannya gak terlalu jauh sebenarnya,neutral,service
review_3531_5,2025-10-02 10:27:54,tapi cuma macet tiba tiba di cancel,negative,service
review_3531_6,2025-10-02 10:27:54,padahal udah pake prioritas sama boost pencarian cepat itu di harga 40k an lebih.,negative,app dan service
review_3531_7,2025-10-02 10:27:54,sedangkan di app sebelah posisi jemputannya lebih jauh malahan dan itupun pake fitur hemat juga dan drivernya mau.,negative,app dan service
review_3531_8,2025-10-02 10:27:54,gak pakai lama langsung tancap gas bahkan saya kasih uang tip,positive,service
review_3532_1,2025-10-02 10:14:57,sejauh ini membantu sekali,positive,none
review_3533_1,2025-10-02 10:08:46,alhamdulillah anakku aman sampai dirumah.,positive,service
review_3533_2,2025-10-02 10:08:46,terimakasih gojek.,positive,service
review_3534_1,2025-10-02 10:07:36,oke...,positive,none
review_3534_2,2025-10-02 10:07:36,lancar...,positive,none
review_3535_1,2025-10-02 10:05:54,keren..,positive,none
review_3536_1,2025-10-02 09:56:47,uhuyyy...,positive,none
review_3536_2,2025-10-02 09:56:47,min saran.,neutral,none
review_3536_3,2025-10-02 09:56:47,kalau bs saldo dpt disembunyikan sm ma gopay,neutral,app
review_3537_1,2025-10-02 09:44:42,90% driver di berau sll minta tambah ongkos di luar aplikasi.,negative,service
review_3537_2,2025-10-02 09:44:42,"dan minta nambahnya di luar otak, lebih 2x lipat hrganya, tolong gojek di tindak lanjutin",negative,service
review_3538_1,2025-10-02 09:35:56,the best ❤️❤️❤️,positive,none
review_3539_1,2025-10-02 09:31:07,gojek sering banget telat anter makanan.,negative,service
review_3539_2,2025-10-02 09:31:07,alasannya,neutral,none
review_3539_3,2025-10-02 09:31:07,karena susah dapat driver.,negative,service
review_3539_4,2025-10-02 09:31:07,kalau resto udah terima orderan langsung aja carikan driver ga perlu nunggu pas makanan udah mau jadi.,negative,service
review_3539_5,2025-10-02 09:31:07,giliran makanan udah jadi baru cari driver malah ga dapet2.,negative,service
review_3539_6,2025-10-02 09:31:07,lagi2 cust yg harus nunggu lama telat sampe 1 jam,negative,service
review_3539_7,2025-10-02 09:31:07,padahal udah pakai layanan prioritas!,negative,service
review_3539_8,2025-10-02 09:31:07,rugi banget bayar ongkir paling mahal ujung2nya ga gercep!,negative,service
review_3540_1,2025-10-02 09:16:34,"kalau cuaca habis hujan dapat deraeper nya suka susah paling dapat yg jauh, tolong di perbaiki aja",negative,service
review_3541_1,2025-10-02 09:15:18,mantao,positive,none
review_3542_1,2025-10-02 09:04:34,tolong untuk layanan gofood ada layanan Qris jadi pembayaran bisa pake Qris terimakasih,positive,service
review_3543_1,2025-10-02 09:00:36,knp aplikasi ny GK bisa di buka,negative,app
review_3544_1,2025-10-02 08:56:09,gojek dah bagus...,positive,none
review_3544_2,2025-10-02 08:56:09,saran donk buat gojek..,neutral,service
review_3544_3,2025-10-02 08:56:09,kalau bisa tambahkan pilihan ada yg bawa bajaj atau tvs gitu...,neutral,service
review_3544_4,2025-10-02 08:56:09,trims...,positive,none
review_3545_1,2025-10-02 08:55:28,okee pokoknya,positive,none
review_3546_1,2025-10-02 08:27:22,pesanan diminta Drive untuk di batalkan,negative,service
review_3546_2,2025-10-02 08:27:22,"karna dia ngak punya e-toll,",negative,service
review_3546_3,2025-10-02 08:27:22,"tpi ternyata saldo kartu debit saya terpotong dan tidak lngsung dikembalikan,",negative,service
review_3546_4,2025-10-02 08:27:22,"padahal saya tdinya mau pesan ulang malah harus pesan pembayaran tunai dengan aplikasi lain, kesel banget smpai sekarang saldo kartu debit saya belum di kembalikan, sama kalau batal ngak ketemu driver saldo pun ttp di potong 2500, gimana ceritanya kalau btal smpai 10x",negative,app dan service
review_3546_5,2025-10-02 08:27:22,"karna ngak ada driver yg mau 2500x10 udah brapa weee, ngak ikhlas saya kalau gini ma",negative,service
review_3547_1,2025-10-02 08:09:11,sangat membantu,positive,none
review_3548_1,2025-10-02 08:03:48,keren,positive,none
review_3549_1,2025-10-02 07:57:10,Sangat membantu kita untuk berpergian,positive,none
review_3550_1,2025-10-02 07:55:10,dikit dikit update monyet,negative,app
review_3551_1,2025-10-02 07:40:53,calon mitra terbaik pokoknya gojek,positive,service
review_3552_1,2025-10-02 07:32:10,bermanfaat sampai sekarang,positive,none
review_3553_1,2025-10-02 07:10:26,sangat puas dengan pelayanan nya yang baik ramah juga terimakasih gojekk🤗,positive,service
review_3554_1,2025-10-02 07:09:25,good job,positive,none
review_3556_1,2025-10-02 06:50:41,saya cuma kelupaan byar paylater 20 rbu 1 hari dpat denda 50 rbu lbh besar denda,negative,service
review_3556_2,2025-10-02 06:50:41,dari pada hutang!!!!,negative,none
review_3556_3,2025-10-02 06:50:41,aplikasi pemeras pelnggan!!!,negative,app
review_3557_1,2025-10-02 06:40:23,mantap 🦕,positive,none
review_3558_1,2025-10-02 06:36:11,memudahkan sekalihh bagi kaum mager atau lagi di tempat kerja,positive,service
review_3559_1,2025-10-02 06:35:38,supaya bisa memilih sepeda motor sesuai tinggi badan dan keadaan tubuh,neutral,app
review_3560_1,2025-10-02 06:31:15,ok,positive,none
review_3561_1,2025-10-02 06:29:30,sangat bagus,positive,none
review_3562_1,2025-10-02 06:07:11,"saya sering bannaget tiapo kali pesen gojek mobil ngga ada driver yg mau nerima, giliran udah dapat drivernya di chat ngga dibales, ditambah kalau pas telvon internet selalu susah nyambung",negative,app dan service
review_3563_1,2025-10-02 06:04:56,nice,positive,none
review_3564_1,2025-10-02 06:01:59,"ni aplikasi mantep, bisa mesen apa aja, kaya goride buat mesen ojek, gocar buat mesen taksi, gosend buat antar jemput paket, gofood buat antar jemput makanan, intinya banyak deh yang bisa dipesen lewat aplikasi ini top deh!",positive,app dan service
review_3565_1,2025-10-02 06:01:18,best,positive,none
review_3566_1,2025-10-02 06:01:05,ok,positive,none
review_3567_1,2025-10-02 05:55:41,seneng pol,positive,none
review_3567_2,2025-10-02 05:55:41,kalo pas banyak diskon,positive,service
review_3568_1,2025-10-02 05:51:06,baik,positive,none
review_3569_1,2025-10-02 05:50:17,di maps selalu gak bergerak,negative,app
review_3571_1,2025-10-02 05:18:49,pokoknya nyamanlah,positive,none
review_3572_1,2025-10-02 05:12:54,ok,positive,none
review_3574_1,2025-10-02 04:53:42,"bagus ,dan cepat",positive,none
review_3575_1,2025-10-02 04:50:17,layanan yang sangat membantu rakyat,positive,service
review_3576_1,2025-10-02 04:35:05,gojek best🔥,positive,none
review_3577_1,2025-10-02 04:25:12,Ini gopaylater gak bs d pake lg ya..,negative,app
review_3577_2,2025-10-02 04:25:12,biasa beli alfagift bs bayar pake gopaylater ini skrg gak bs..,negative,app
review_3577_3,2025-10-02 04:25:12,main lama makin payah aja..,negative,service
review_3577_4,2025-10-02 04:25:12,pdhl gak pernah telat bayar,negative,service
review_3578_1,2025-10-02 04:23:56,Bagus,positive,none
review_3579_1,2025-10-02 04:13:30,is ok,positive,none
review_3580_1,2025-10-02 04:08:43,mantap bgt,positive,none
review_3581_1,2025-10-02 03:51:29,mantap,positive,none
review_3582_1,2025-10-02 03:50:39,"mapping jalurnya mulai ngawur, malah kasih rute yang lebih jauh, harga jadi meningkat",negative,app
review_3583_1,2025-10-02 03:50:36,sangat bagus,positive,none
review_3584_1,2025-10-02 03:46:42,baik,positive,none
review_3585_1,2025-10-02 03:45:18,gojek paling mantap,positive,none
review_3586_1,2025-10-02 03:29:19,Keren.,positive,none
review_3587_1,2025-10-02 03:12:09,driver minta transaksi offline dan minta bayaran lebih,negative,service
review_3587_2,2025-10-02 03:12:09,tapi tidak ada fitur untuk melaporkan,negative,app
review_3588_1,2025-10-02 03:12:05,"aplikasi transportasi yg sangat membantu, tarif semakin murah",positive,service
review_3588_2,2025-10-02 03:12:05,krn ada mode hemat,neutral,service
review_3589_1,2025-10-02 03:02:40,good,positive,none
review_3590_1,2025-10-02 02:24:14,Gojek skrng gk butuh duit di batalkan mulu,negative,service
review_3591_1,2025-10-02 02:05:46,penipuan,negative,service
review_3592_1,2025-10-02 01:41:36,good for everything,positive,none
review_3593_1,2025-10-02 01:35:29,parah sih..,negative,none
review_3593_2,2025-10-02 01:35:29,gopay later nya..,neutral,app
review_3593_3,2025-10-02 01:35:29,telat sehari denda 50rb..,negative,service
review_3593_4,2025-10-02 01:35:29,pdhal cm gofood 40rban...,negative,service
review_3593_5,2025-10-02 01:35:29,jd 90rban bayar ny trll besar sih itu dendanya..,negative,service
review_3594_1,2025-10-02 01:35:14,lu jangan asal ngasih penumpang ke driver kalau jauh bikin cs JD lama nunggu jgn mentang2 driver gacor asal ngasih aja,negative,service
review_3595_1,2025-10-02 01:27:05,mantap,positive,none
review_3597_1,2025-10-02 00:57:56,aplikasi bego Gofood Gak bisa di batalin,negative,app
review_3598_1,2025-10-02 00:49:23,tepat waktu terimakasih 🙏,positive,service
review_3599_1,2025-10-02 00:46:55,1 jam pesen grab gx dapet2 tolol,negative,service
review_3600_1,2025-10-02 00:39:30,"udah beli voucher gojek plus,tapi gabisa dipakai.",negative,app
review_3601_1,2025-10-02 00:21:50,teman setia,positive,none
review_3602_1,2025-10-02 00:10:34,"satu PT sama gopay ya ini, kemarin telat bayar denda 50rb,padahal pinjaman ngga seberapa, bintang 1 aja karena masukan ngga pernah di dengar.",negative,service
review_3603_1,2025-10-02 00:03:14,mantap,positive,none
review_3604_1,2025-10-01 23:53:33,driver ramah,positive,service
review_3605_1,2025-10-01 23:42:28,good,positive,none
review_3606_1,2025-10-01 23:40:11,"Tolong ya ini kenapa kalau dapet driver jauhhh banget saya buru², terus malah suka langsung pada diambil jd saya gabisa cancel 😭😭😭😭😭😭",negative,service
review_3607_1,2025-10-01 23:24:41,very good,positive,none
review_3608_1,2025-10-01 22:37:27,ok,positive,none
review_3609_1,2025-10-01 22:36:46,lama dapet nya,negative,service
review_3609_2,2025-10-01 22:36:46,kalo pagi pagi,neutral,none
review_3609_3,2025-10-01 22:36:46,padahal saya butuh banget,negative,none
review_3609_4,2025-10-01 22:36:46,"tapi driver pagi ga dapet """,negative,service
review_3610_1,2025-10-01 22:04:26,sangat membantu cuma kadang nyari driver susah,positive,service
review_3611_1,2025-10-01 21:35:19,puas,positive,none
review_3612_1,2025-10-01 21:15:34,biaya aplikator terlalu besar merugikan customer dan Driver!!!,negative,app dan service
review_3613_1,2025-10-01 20:31:53,ok,positive,none
review_3614_1,2025-10-01 20:08:51,tumis genjer Wagyu nya enak..,positive,service
review_3614_2,2025-10-01 20:08:51,pesmol ikan hiunya terlalu lembek ikannya..,negative,service
review_3614_3,2025-10-01 20:08:51,",puding bekicot dengan toping coklat Belgia nya oklah wortit lah untuk harga segini",positive,service
review_3615_1,2025-10-01 20:07:42,derivernya jos,positive,service
review_3616_1,2025-10-01 19:05:58,"aplikasi anjing dendaan ga ngotak anjing, paylater 12k denda 50.",negative,app
review_3616_2,2025-10-01 19:05:58,gw lupa anjing bukanya ga mau bayar ga ngotak dendaan .,negative,service
review_3616_3,2025-10-01 19:05:58,doaken sing ulang payu goblog,negative,app
review_3617_1,2025-10-01 18:55:38,okelah,positive,none
review_3618_1,2025-10-01 18:29:59,MOHON UNTUK DI TINDAK LANJUTI UNTUK PERUSAHAN GOJEK !!,negative,service
review_3618_2,2025-10-01 18:29:59,SAYA BERLOKASI DI SUBANG,neutral,none
review_3618_3,2025-10-01 18:29:59,KALO PESEN FOOD DI ATAS JAM 00:00 ITU ORDERAN DAPAT DRIVER NYA SUSAH MINTA AMPUN !!!,negative,service
review_3618_4,2025-10-01 18:29:59,TOLONG BUKA LAGI PENDAFTARAN UNTUK DRIVER BARU,negative,service
review_3618_5,2025-10-01 18:29:59,AGAR CUSTOMER TIDAK KAPOK PAKE GOJEK !!,negative,service
review_3618_6,2025-10-01 18:29:59,"DI SUBANG KHUSUS NYA DRIVER GOJEK ITU SEDIKIT, MUNGKIN",negative,service
review_3618_7,2025-10-01 18:29:59,KALO DI RATAKAN LAGI AKAN MENDONGKRAK CUSTOMER JUGA PASTI BALIK LAGI !!,positive,service
review_3618_8,2025-10-01 18:29:59,"DARI SEGI PROMO SUDAH SANGAT MENARIK, AYO TINGKATKAN LAGI PELAYANAN CUSTOMER UNTUK BISA ORDER DI JAM MALAM !!!",positive,service
review_3618_9,2025-10-01 18:29:59,TQ,positive,none
review_3619_1,2025-10-01 18:24:46,sangat membantu,positive,none
review_3620_1,2025-10-01 17:37:50,Sangat membantu,positive,none
review_3621_1,2025-10-01 16:39:27,terlalu rumit cara mendaftar ny tidak menarik,negative,app
review_3622_1,2025-10-01 16:39:05,ok,positive,none
review_3623_1,2025-10-01 16:04:37,bagus,positive,none
review_3624_1,2025-10-01 15:29:27,Bagus,positive,none
review_3625_1,2025-10-01 15:15:17,Mantap,positive,none
review_3626_1,2025-10-01 15:11:34,ok,positive,none
review_3627_1,2025-10-01 14:57:32,nice,positive,none
review_3628_1,2025-10-01 14:54:11,slot nyoro biarkan bintang yg bicara,positive,none
review_3629_1,2025-10-01 14:51:39,kalo hujan ga dapet driver,negative,service
review_3630_1,2025-10-01 14:49:23,sangat membantu dlm aktifitas kerjaan saya,positive,none
review_3631_1,2025-10-01 14:17:08,Jos,positive,none
review_3632_1,2025-10-01 14:14:50,sangat bagus,positive,none
review_3633_1,2025-10-01 13:57:39,top,neutral,none
review_3634_1,2025-10-01 13:56:50,"gua lagi asik main game malah muncul iklan apk ini, hadeh ganggu bat",negative,app
review_3635_1,2025-10-01 13:30:50,"orang nya ramah ramah, sesuai dengan yang aku ingin sipp intine",positive,service
review_3636_1,2025-10-01 13:29:03,Agak ngelag banget apk nya,negative,app
review_3637_1,2025-10-01 13:11:31,sangat membantu,positive,none
review_3638_1,2025-10-01 13:00:51,Agus nya,neutral,none
review_3639_1,2025-10-01 12:58:12,banyak voucher diskon nya👍👍,positive,service
review_3640_1,2025-10-01 12:50:25,saya merasa kecewa bangat sama admin gojek belagu,negative,service
review_3640_2,2025-10-01 12:50:25,padahal baik baik buat kita jadi pelanggan setia gojek kok online buka akun ga bisa,negative,app
review_3640_3,2025-10-01 12:50:25,padahal baik baik alasannya sedang sibuk...,negative,service
review_3640_4,2025-10-01 12:50:25,lah ..,neutral,none
review_3640_5,2025-10-01 12:50:25,aneh,negative,none
review_3641_1,2025-10-01 12:48:09,seneng pake gojek..,positive,none
review_3641_2,2025-10-01 12:48:09,semua jd simple dan sat set...,positive,none
review_3641_3,2025-10-01 12:48:09,promo disc klu bisa lbh bnyk lg .,positive,service
review_3642_1,2025-10-01 12:23:30,"pertama, kolom catatan seharusnya masuk ke resto juga, tidak hanya masuk ke driver.",negative,app dan service
review_3642_2,2025-10-01 12:23:30,karena akan menyebabkan miss komunikasi,negative,none
review_3642_3,2025-10-01 12:23:30,jika ada pelanggan yg request makanan lewat kolom tersebut.,neutral,none
review_3642_4,2025-10-01 12:23:30,jika masuknya hanya ke driver saja.,negative,service
review_3642_5,2025-10-01 12:23:30,karena driver sampai resto terkadang makanan sudah langsung jadi.,neutral,service
review_3642_6,2025-10-01 12:23:30,dan tidak semua pelanggan faham.,neutral,none
review_3642_7,2025-10-01 12:23:30,"kedua, untuk menghindari kesalahan rating, untuk penilaian rating resto keluar lebih dulu baru rating driver ke dua.",neutral,app
review_3643_1,2025-10-01 12:06:01,luar biasa,positive,none
review_3644_1,2025-10-01 11:56:31,"cs nya susah mau aduin komplain, ga simple banget",negative,app
review_3644_2,2025-10-01 11:56:31,kalo ada kendala,neutral,none
review_3645_1,2025-10-01 11:47:47,lumayan,positive,none
review_3646_1,2025-10-01 11:45:58,bagus,positive,none
review_3647_1,2025-10-01 11:41:12,mantap,positive,none
review_3648_1,2025-10-01 11:30:14,nice,positive,none
review_3649_1,2025-10-01 11:28:36,grab food nya ga bgt NO RECOMMENDED,negative,app dan service
review_3650_1,2025-10-01 11:19:20,"drivernya sangat sangat tidak ramah terutama atas nama pak asri, di suruh tunggu 13 menit sampai kayak nunggu setahun, tolong drivernya di suruh sopan santun bukannya sampai mengancam mau memukul pihak resto.",negative,service
review_3650_2,2025-10-01 11:19:20,tolong🙏🙏,neutral,none
review_3651_1,2025-10-01 11:10:45,tarifnya makin mahal sekarang 🤣,negative,service
review_3652_1,2025-10-01 10:49:19,transportasi yg aman dan nyaman,positive,service
review_3653_1,2025-10-01 10:49:11,bagus,positive,none
review_3654_1,2025-10-01 10:49:05,"lu ngiklan dimana mana, ampe disearch play store juga ganggu gua nyari aplikasi aja",negative,app
review_3655_1,2025-10-01 10:42:10,sangat bagus,positive,none
review_3656_1,2025-10-01 10:36:39,aplikasi yg sangat amat membantu disaat lagi mager,positive,service
review_3657_1,2025-10-01 10:33:54,bagus sekali,positive,none
review_3658_1,2025-10-01 10:17:46,aplikasi terbaik,positive,none
review_3659_1,2025-10-01 09:55:52,mudah dalam mencari transportasi,positive,service
review_3660_1,2025-10-01 09:51:51,good,positive,none
review_3661_1,2025-10-01 09:33:58,gojek jangan pelit donk SM driver/rider.,negative,service
review_3661_2,2025-10-01 09:33:58,kasih insentif kyk dulu LG.,neutral,service
review_3661_3,2025-10-01 09:33:58,masa' sy pesan lebih 30 menit ga ada yg ambil order sy.,negative,service
review_3661_4,2025-10-01 09:33:58,"motor mobil berbagai prioritas, ga ada yg ambil",negative,service
review_3662_1,2025-10-01 09:32:44,semoga lebih murah lagi aamiin...,positive,service
review_3663_1,2025-10-01 09:27:31,"overall bagus , terutama gofood yang promo nya luar biasa.",positive,service
review_3663_2,2025-10-01 09:27:31,goodjob Gojek 👍,positive,service
review_3664_1,2025-10-01 09:21:59,ok,positive,none
review_3665_1,2025-10-01 09:14:48,"Goodd, sangat membantu dan pelayanan driver yang sangat berkualitas",positive,service
review_3666_1,2025-10-01 09:10:55,kecewa sangat sama aplikasi ini,negative,app
review_3667_1,2025-10-01 09:08:41,cepat dan mudah aplikasi digunakan,positive,app
review_3668_1,2025-10-01 09:02:21,"baik, sopan dan terpercaya",positive,service
review_3670_1,2025-10-01 08:35:49,kinerja cukup efisien dan driver ny g sombong jg,positive,service
review_3671_1,2025-10-01 08:32:01,"mantul,,mantap betul",positive,none
review_3672_1,2025-10-01 08:20:29,Membantu,positive,none
review_3673_1,2025-10-01 08:18:54,ok,positive,none
review_3674_1,2025-10-01 07:57:38,saran ya buat gojek..,neutral,none
review_3674_2,2025-10-01 07:57:38,"untuk batasan usia di berlakukan atau minimal kasih cek kesehatan buat para driver yg udh lnjut usia atau gmn gtu caranya buat kslamatan driver dan jg penumpang, saya beberapa kali loh dapet yg udh tuaaaaaaa banget dan beliau2 itu kasian",negative,service
review_3674_3,2025-10-01 07:57:38,"karna bawa mtornya aja udh ga bener , trus bberapa kali saya liat di jalan driver yg sudah sangat berumur jatuh di jalan bahkan ada yang nabrak tembok sampai2 jatuh ke got",negative,service
review_3674_4,2025-10-01 07:57:38,"karna hilang keseimbangan dan katanya krna penyakitnya kmbuh, please",neutral,none
review_3675_1,2025-10-01 07:36:18,Salam gojek indinesia.,neutral,none
review_3675_2,2025-10-01 07:36:18,Ssya ini onlene tiap hati dari jam 06-00 sd 21-00.,neutral,none
review_3675_3,2025-10-01 07:36:18,ONLEN SUDAH 7 JAM CUMA DI HARGAI 1 ORDETAN 👍👍.,negative,service
review_3675_4,2025-10-01 07:36:18,"JANGANKAN BUAT ANAK ISTRI , BUAT DRIVERNYA SENDIRI HARUS PUASAApa aaya tiap hari saya dan keluaga makan MAAF .",negative,service
review_3675_5,2025-10-01 07:36:18,MAAF DAN MAAF.,neutral,none
review_3675_6,2025-10-01 07:36:18,MAAF TIDAK BISA BELI BERAS.,neutral,none
review_3675_7,2025-10-01 07:36:18,MAAF TIDAK BISA BELI BENSIN.,negative,none
review_3675_8,2025-10-01 07:36:18,YANG SAYA BUTUHKAN ORDETAN.,negative,service
review_3675_9,2025-10-01 07:36:18,SAMA AJA GOJEK MAU BUNUH DRIVERNYA SECARA HALUS .,negative,service
review_3675_10,2025-10-01 07:36:18,ATAU GOJEK SENGAJA MAU MENGHANCUKAN RUMAH TANGGA DRIVERNYA SENDIRI .,negative,service
review_3675_11,2025-10-01 07:36:18,semoga kedepannya GOJEK dapat melancarkan orderan,positive,service
review_3676_1,2025-10-01 07:32:13,mahal,negative,none
review_3676_2,2025-10-01 07:32:13,tapi,neutral,none
review_3677_1,2025-10-01 07:30:39,bagus,positive,none
review_3678_1,2025-10-01 07:26:04,saya sebagai pengguna gojek merasa sangat terbantu dngan adanya para2 gojek ramah dan murah senyum🥰🤍🤍 sehat sehat terus orang 😇👍,positive,service
review_3679_1,2025-10-01 07:22:50,setiap ada keperluan..,neutral,none
review_3679_2,2025-10-01 07:22:50,sugestinya di gojek Indonesia terbaik,positive,service
review_3680_1,2025-10-01 07:10:52,"aplikasi apaan, semakin kesini semakin gak jelass.",negative,app
review_3680_2,2025-10-01 07:10:52,udah order yg ke 2 kali nya masih aja gk dpt driver.,negative,service
review_3680_3,2025-10-01 07:10:52,"gk rekomended bgt,kecewa berat!!!.",negative,service
review_3681_1,2025-10-01 07:04:43,sangat memuaskan,positive,none
review_3682_1,2025-10-01 06:59:23,OK pake gosend cepat sampai,positive,service
review_3683_1,2025-10-01 06:47:07,baik,positive,none
review_3684_1,2025-10-01 06:38:16,okelah,positive,none
review_3685_1,2025-10-01 06:21:48,nga jelas,negative,none
review_3686_1,2025-10-01 06:21:10,good job,positive,none
review_3688_1,2025-10-01 06:12:49,bapak nya baik dan ramah 🙏,positive,service
review_3689_1,2025-10-01 06:04:23,kecewa dengan app ini. 1.,negative,app
review_3689_2,2025-10-01 06:04:23,"pesan gojek, driver tdk menjemput saya dan menyelesaikan perjalanan tanpa penumpang, sementara gopay terpotong & tidak dikembalikan.",negative,app dan service
review_3689_3,2025-10-01 06:04:23,laporan tdk ditangapi dengan baik.,negative,service
review_3689_4,2025-10-01 06:04:23,"tidak ada solusi dari kendala saya, setiap kali mengulang pelaporan, tetap tidak ada solusi.",negative,service
review_3689_5,2025-10-01 06:04:23,"titik penjemputan tidak akurat, bbrp kali perlu berjalan lebih jauh untuk mencapai lokasi driver. 2.",negative,app
review_3689_6,2025-10-01 06:04:23,pesan gofood salah lokasi,negative,app
review_3689_7,2025-10-01 06:04:23,krn titik lokasi di app tidak tepat. 3.,negative,app
review_3689_8,2025-10-01 06:04:23,tiba2 langganan go+ aktif tanpa konfirmasi,negative,app
review_3690_1,2025-10-01 06:00:06,"tidak pernah dpt driver,selalu gagal",negative,service
review_3691_1,2025-10-01 05:41:19,hanya,neutral,none
review_3691_2,2025-10-01 05:41:19,karena aplikasi saya hapus ketika login fengan wajah tidak terdeteksi dan prosesnya bikin ribet,negative,app
review_3692_1,2025-10-01 05:30:17,mantap pelayanan nya,positive,service
review_3693_1,2025-10-01 05:22:46,harga makanan sama ongkir hampir sama bjirr,negative,service
review_3694_1,2025-10-01 05:13:10,sangat membantu,positive,none
review_3695_1,2025-10-01 05:08:45,pelayanan sangat baik,positive,service
review_3697_1,2025-10-01 04:56:12,Banyak promo,positive,service
review_3698_1,2025-10-01 04:27:08,selalu update lokasi,neutral,app
review_3699_1,2025-10-01 04:22:47,baik,positive,none
review_3700_1,2025-10-01 04:09:55,cepet tepat waktu drivernya dateng,positive,service
review_3701_1,2025-10-01 04:01:25,"rutenya di perbaiki, ada jalan yang lebih deket",negative,app
review_3701_2,2025-10-01 04:01:25,"tapi malah milih yg lebih jauh, apalagi pas di tambahkan titik pemberhentian malah milih jalan yg jauh",negative,service
review_3702_1,2025-10-01 03:48:34,driver gocarnya pada pemalas ga guna cuma pada main judi slot aja,negative,service
review_3703_1,2025-10-01 03:40:48,Buset....,negative,none
review_3703_2,2025-10-01 03:40:48,pilih kasih banget lu ngasih promo diskonnya???,negative,service
review_3703_3,2025-10-01 03:40:48,gak perlu kan gua sebut di sini pilih kasihnya kenapa???,negative,service
review_3703_4,2025-10-01 03:40:48,"cek promo di lu punya aplikasi, kalau kaya gini bener"" dah gua gak mau pakai lagi",negative,app and service
review_3704_1,2025-10-01 03:34:45,layanan pengendaranya bagus,positive,service
review_3705_1,2025-10-01 03:28:00,mantap sangat membantu,positive,none
review_3706_1,2025-10-01 03:22:21,Entahlah,neutral,none
review_3707_1,2025-10-01 02:52:23,"udah tau klo detail alamat kaya blok rumah nggk semuanya ada dipeta aplikasi,begitu jg dengan detail alamat sy, jadi sy memang masukin alamat sy pakai blok rumah sebelah yg ada,",negative,app
review_3707_2,2025-10-01 02:52:23,"tapi sy jg udah tambahin blok rumah sy, detail alamat sy selengkap2nya dikolom pesanan, dichat,",negative,service
review_3707_3,2025-10-01 02:52:23,"tp di si drivernya katanya nggk ada detail blok rumah sy yg udah sy masukkan itu, ujung2nya sy yg disalahkan..",negative,service
review_3707_4,2025-10-01 02:52:23,"gimana sih itu sistemnya min, mana apk sering lemot banget udah di uninstal terus diinstal ulang besok2 begitu lagi",negative,app
review_3708_1,2025-10-01 02:35:58,mmmmmk.,neutral,none
review_3708_2,2025-10-01 02:35:58,kkmmkklmimki mm lmlkm KKllllllllllmmllllllnl mu,neutral,none
review_3709_1,2025-10-01 02:17:38,"Tolong dong bantu yang di bawah umur belum punya KTP terus upgradenya harus pakai apa, tolong dong kalau pakai KIA bisa please, Aplikasi yang gak bisa log in kalau log in selalu buram alasannya tolong benerin sistem nya percuma selfi alasannya buram terus",negative,app dan service
review_3710_1,2025-10-01 02:09:40,kok sekarang jadi makin mahal si harganya,negative,service
review_3711_1,2025-10-01 01:57:07,mantaap,positive,none
review_3712_1,2025-10-01 01:56:53,mantap,positive,none
review_3713_1,2025-10-01 01:36:54,masa login disuruh nunggu 30 hari,negative,app
review_3714_1,2025-10-01 01:33:44,"agak kecewa dikit sih, belum diklik, udah ngeklik sendiri.",negative,app
review_3715_1,2025-10-01 01:31:09,"NAJIS GUA PAKE GOJEK LGI DRIVERNYA TOLOL SEMUA, UDH NUNGGUIN LAMA' MLH DI CNCELL TUA TUA BEGO SEMUA ISINYA JNGN PKE GOJEK, PAKE GRAB AJA GOJEK TOLOL SEKUA",negative,service
review_3715_2,2025-10-01 01:31:09,"WALAUPUN TUA TUA JUGA, APA LGI DRIVER YG MSIH MUDA NYA TAMBAH OON, NAJIS NAJIS JMBT",negative,service
review_3716_1,2025-10-01 01:29:14,nyaman dan enak,positive,none
review_3717_1,2025-10-01 01:12:45,"pelayanan sangat memuaskan,, tepat waktu",positive,service
